,case_number,date_occurred,time_occurred,location_desc,date_reported,time_reported,type,disposition
450,2018-00061801,10/30/18,14:23,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",10/30/18,14:23,Trespassing,CBE
452,2018-00061845,10/30/18,17:50,Regents Dr,10/30/18,17:55,Pedestrian Struck,Active/Pending
454,2018-00061858,10/26/18,22:00,4300 block of Hartwick Rd,10/30/18,19:40,Check on the Welfare,CBE
456,2018-00061863,10/29/18,22:30,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",10/30/18,21:34,Theft,Unfounded
458,2018-00061889,10/30/18,23:06,University Blvd,10/30/18,23:06,DWI/DUI,Arrest
460,2018-00061954,10/31/18,03:42,Prince Frederick at 7030 Preinkert Dr,10/31/18,04:45,Injured/Sick Person,CBE
462,2018-00061973,10/31/18,08:15,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",10/31/18,08:29,Other Incident (Title IX Related),CBE
464,2018-00061976,10/31/18,08:52,"Hagerstown, Hagerstown Hall at 4000 Stadium Dr",10/31/18,08:52,Injured/Sick Person,CBE
466,2018-00061979,10/31/18,09:00,4100 block of Valley Dr,10/31/18,09:13,CDS Violation,CBE
468,2018-00062004,10/31/18,13:30,340 block of Ehrensberger Dr,10/31/18,14:05,Injured/Sick Person,CBE
470,2018-00062078,10/31/18,14:00,Pocomoke at 7569 Baltimore Ave,10/31/18,19:42,Dept Property Damage/Loss,CBE
472,2018-00062126,10/30/18,18:00,Varsity Sports Teamhouse at 4117 Stadium Dr,10/31/18,22:52,Assault,CBE
474,2018-00062135,10/31/18,23:16,The Hotel at 7777 Baltimore Ave,10/31/18,23:16,CDS Violation,Arrest
0,2018-00062171,11/01/18,00:59,Baltimore Ave,11/01/18,00:59,DWI/DUI,Arrest
2,2018-00062185,11/01/18,01:39,"Looney's Pub, The Varsity at 8150 Baltimore Ave",11/01/18,01:39,DWI/DUI,Arrest
4,2018-00062187,11/01/18,01:43,Denton at 3854 Stadium Dr,11/01/18,01:43,Injured/Sick Person,CBE
6,2018-00062191,11/01/18,02:04,3900 block of Campus Dr,11/01/18,02:04,Injured/Sick Person,CBE
8,2018-00062197,11/01/18,03:01,College Ave,11/01/18,03:01,Warrant/Summons Service,CBE
10,2018-00062253,11/01/18,09:38,Martin Hall at 4298 Campus Dr,11/01/18,09:38,Emergency Petition,CBE
12,2018-00062263,11/01/18,12:23,"Chapel, Memorial Chapel at 7744 Regents Dr",11/01/18,12:23,Injured/Sick Person,CBE
14,2018-00062269,11/01/18,13:42,8900 block of Rhode Island Ave,11/01/18,13:42,Injured/Sick Person,CBE
16,2018-00062417,11/02/18,02:30,6800 block of Preinkert Dr,11/02/18,02:37,Injured/Sick Person,CBE
18,2018-00062460,10/29/18,06:00,7000 block of Preinkert Dr,11/02/18,10:34,Fraud,CBE
20,2018-00062525,11/02/18,19:23,4000 block of Stadium Dr,11/02/18,19:23,CDS Violation,CBE
22,2018-00062536,11/02/18,08:00,Cumberland at 4145 Valley Dr,11/02/18,20:47,Injured/Sick Person,CBE
24,2018-00062541,11/02/18,21:15,7700 block of Adelphi Rd,11/02/18,21:18,Injured/Sick Person,CBE
26,2018-00062589,11/03/18,00:43,"Hagerstown, Hagerstown Hall at 4000 Stadium Dr",11/03/18,00:43,Injured/Sick Person,CBE
28,2018-00062591,11/03/18,00:54,3900 block of Denton Service Ln,11/03/18,00:54,Injured/Sick Person,CBE
30,2018-00062644,11/03/18,10:29,Football Practice Complex,11/03/18,10:35,Alcohol Violation,CBE
32,2018-00062729,10/15/18,00:01,3800 block of Stadium Dr,11/03/18,19:54,Vandalism,Investigation Pending
34,2018-00062767,11/03/18,22:50,Union Dr,11/03/18,22:50,DWI/DUI,Arrest
36,2018-00062787,11/03/18,23:44,Campus Dr,11/03/18,23:44,Traffic Offense,CBE
38,2018-00062805,11/04/18,00:17,Cornerstone at 7325 Baltimore Ave,11/04/18,00:17,Disorderly Conduct,CBE
40,2018-00062832,11/04/18,00:58,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr",11/04/18,00:58,Other Incident,CBE
42,2018-00062854,11/04/18,00:45,7600 block of Rhode Island Ave,11/04/18,01:16,Assist Other Agency,CBE
44,2018-00062981,11/04/18,19:50,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",11/04/18,20:19,Theft,Investigation Pending
46,2018-00063044,11/04/18,23:36,University Blvd,11/04/18,23:36,DWI/DUI,Arrest
48,2018-00063157,11/05/18,10:31,3900 block of Campus Dr,11/05/18,10:31,Vandalism,Investigation Pending
50,2018-00063178,11/05/18,11:19,"Francis Scott, Francis Scott Key, Francis Scott Key Hall, FS Key Hall, FSK at 4282 Chapel Ln",11/05/18,12:05,Other Incident,CBE
52,2018-00063179,09/21/18,07:00,Severn at 5245 Greenbelt Rd,11/05/18,12:06,Suspicious Activity,Active/Pending
54,2018-00063181,11/05/18,12:37,3900 block of Campus Dr,11/05/18,12:37,Assault,Active/Pending
56,2018-00063229,11/05/18,19:58,University Blvd,11/05/18,19:58,DWI/DUI,Arrest
58,2018-00063242,11/05/18,20:45,4200 block of Lehigh Rd,11/05/18,21:28,Theft,Active/Pending
60,2018-00063271,11/06/18,00:30,Queen Anne at 7645 Preinkert Dr,11/06/18,00:47,Injured/Sick Person,CBE
62,2018-00063306,11/06/18,05:08,Baltimore Ave,11/06/18,05:08,DWI/DUI,Arrest
64,2018-00063379,11/05/18,22:30,4 Fraternity Row,11/06/18,12:14,Stolen Motor Vehicle,Investigation Pending
66,2018-00063388,11/03/18,12:00,7000 block of Preinkert Dr,11/06/18,14:10,Fraud,CBE
68,2018-00063526,11/07/18,00:15,4500 block of College Ave,11/07/18,00:37,Suspicious Person/Auto,CBE
70,2018-00063646,11/07/18,18:37,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",11/07/18,18:37,Injured/Sick Person,CBE
72,2018-00063766,11/08/18,01:09,Baltimore Ave,11/08/18,01:09,DWI/DUI,Arrest
74,2018-00063768,11/08/18,01:15,Baltimore Ave,11/08/18,01:15,Warrant/Summons Service,Arrest
76,2018-00063774,11/08/18,02:20,Preinkert Dr,11/08/18,02:20,DWI/DUI,Arrest
78,2018-00063793,11/07/18,16:00,"John S. Toll Physics Building, Physics, Physics Building at 4150 Campus Dr",11/08/18,06:38,Theft,Investigation Pending
80,2018-00063817,11/08/18,02:00,Elkton at 3981 Denton Service Ln,11/08/18,10:17,Other Incident,CBE
82,2018-00063845,11/03/18,21:00,27 Arion Pl,11/08/18,14:39,Police Information,CBE
84,2018-00064064,11/07/18,16:00,Golf Course Maintenance Office at 3291 Metzerott Rd,11/09/18,07:08,Theft,Investigation Pending
86,2018-00064090,11/09/18,10:38,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark, Clark Hall at 8278 Paint Branch Dr",11/09/18,12:24,Theft,Summons Issued
88,2018-00064138,11/09/18,19:00,Prince Frederick at 7030 Preinkert Dr,11/09/18,19:25,Injured/Sick Person,CBE
90,2018-00064235,11/10/18,01:07,Field House Dr,11/10/18,01:07,Injured/Sick Person,CBE
92,2018-00064252,11/10/18,02:23,4500 block of College Ave,11/10/18,02:23,Injured/Sick Person,CBE
94,2018-00064255,11/10/18,02:36,Montgomery Hall at 7570 Regents Dr,11/10/18,02:35,Injured/Sick Person,CBE
96,2018-00064269,11/10/18,04:35,"Edward St. John Learning and Teching Center, ESJ at 4131 Campus Dr",11/10/18,04:35,Injured/Sick Person,CBE
98,2018-00064304,11/10/18,11:02,8500 block of Paint Branch Dr,11/10/18,11:02,Injured/Sick Person,CBE
100,2018-00064311,11/10/18,11:45,"Edward St. John Learning and Teching Center, ESJ at 4131 Campus Dr",11/10/18,11:55,Damaged Property,CBE
102,2018-00064328,11/07/18,19:20,7600 block of Mowatt Ln,11/10/18,14:52,Other Incident,CBE
104,2018-00064338,11/10/18,18:15,Cumberland at 4145 Valley Dr,11/10/18,18:15,Injured/Sick Person,CBE
106,2018-00064424,11/11/18,00:57,7700 block of Baltimore Ave,11/11/18,00:57,Alcohol Violation,CBE
108,2018-00064539,11/11/18,15:59,Lot 11b,11/11/18,15:59,Suspicious Person/Auto,CBE
110,2018-00064547,11/11/18,16:50,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300 Hartwick Rd",11/11/18,16:50,Other Incident,CBE
112,2018-00064592,11/11/18,02:00,Pocomoke at 7569 Baltimore Ave,11/11/18,23:34,Dept Property Damage/Loss,CBE
114,2018-00064605,11/11/18,23:59,University Blvd,11/11/18,23:59,DWI/DUI,Arrest
116,2018-00064619,11/12/18,02:34,Baltimore Ave,11/12/18,02:34,DWI/DUI,Arrest
118,2018-00064660,11/12/18,09:15,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",11/12/18,09:15,Injured/Sick Person,CBE
120,2018-00064732,11/12/18,17:00,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",11/12/18,17:08,Injured/Sick Person,CBE
122,2018-00064741,11/12/18,19:03,"Lot HH, PG1, ULG, Union Lane Garage, Union Lane Parking Garage at 4170 Union Ln",11/12/18,19:03,CDS Violation,Arrest
124,2018-00064829,11/13/18,08:41,4100 block of Campus Dr,11/13/18,08:41,Other Incident,CBE
126,2018-00064867,11/13/18,13:03,"Lee Building, South Administration at 7809 Regents Dr",11/13/18,13:03,Injured/Sick Person,CBE
128,2018-00064868,11/13/18,13:07,8500 block of Boteler Ln,11/13/18,13:07,Identity Theft,CBE
130,2018-00064872,11/13/18,13:41,7000 block of Preinkert Dr,11/13/18,13:41,Injured/Sick Person,CBE
132,2018-00064972,11/13/18,21:20,"Shoemaker, Shoemaker Building at 4281 Chapel Ln",11/13/18,21:20,Emergency Petition,CBE
134,2018-00065000,11/13/18,23:15,"Recreation Artificial Turf Field, Turf Field, Turf Fields",11/13/18,23:22,Injured/Sick Person,CBE
136,2018-00065016,11/13/18,08:40,8200 block of Paint Branch Dr,11/14/18,00:12,Theft,Investigation Pending
138,2018-00065019,11/14/18,00:43,Elkton at 3981 Denton Service Ln,11/14/18,00:43,Injured/Sick Person,CBE
140,2018-00065099,11/13/18,17:00,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr",11/14/18,09:13,Hate Bias Incident,Investigation Pending
142,2018-00065166,11/14/18,16:44,Health Center at 3983 Campus Dr,11/14/18,16:44,Emergency Petition,CBE
144,2018-00065281,11/15/18,00:06,Worcester at 7405 Preinkert Dr,11/15/18,00:06,Injured/Sick Person,CBE
146,2018-00065307,11/15/18,{NO TIME},3400 block of Tulane Dr,11/15/18,02:23,Injured/Sick Person,CBE
148,2018-00065342,09/03/18,{NO TIME},"Chapel, Memorial Chapel at 7744 Regents Dr",11/15/18,08:40,Vandalism,Investigation Pending
150,2018-00065350,11/14/18,09:00,"Atlantic Building, Computer & Space Sciences Building at 4254 Stadium Dr",11/15/18,09:11,Theft,Unfounded
152,2018-00065417,11/15/18,16:30,4200 block of Valley Dr,11/15/18,17:32,Burglary,Active/Pending
154,2018-00065450,11/15/18,21:00,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",11/15/18,21:49,Injured/Sick Person,CBE
156,2018-00065473,11/15/18,22:43,3900 block of Campus Dr,11/15/18,22:43,Injured/Sick Person,CBE
158,2018-00065505,11/16/18,00:01,Caroline Hall at 7154 Preinkert Dr,11/16/18,00:01,CDS Violation,CBE
160,2018-00065618,11/16/18,11:37,3900 block of Campus Dr,11/16/18,11:37,Injured/Sick Person,CBE
162,2018-00065667,11/15/18,18:00,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln",11/16/18,14:39,Theft,Investigation Pending
164,2018-00065668,11/07/18,13:00,"Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",11/16/18,14:52,Theft,Investigation Pending
166,2018-00065724,11/14/18,16:00,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr",11/16/18,18:02,Other Incident,Investigation Pending
168,2018-00065746,11/16/18,21:02,4200 block of Valley Dr,11/16/18,21:02,CDS Violation,Arrest
170,2018-00065760,07/01/17,08:00,Animal Science Building at 8127 Regents Dr,11/16/18,23:20,Rape,CBE
172,2018-00065777,11/17/18,00:56,Ellicott at 4052 Stadium Dr,11/17/18,00:57,Assist Other Agency,CBE
174,2018-00065783,11/17/18,02:06,Baltimore Ave,11/17/18,02:06,Injured/Sick Person,CBE
176,2018-00065830,11/17/18,11:15,"Edward St. John Learning and Teching Center, ESJ at 4131 Campus Dr",11/17/18,11:15,Injured/Sick Person,CBE
178,2018-00065840,11/17/18,12:08,340 block of Ehrensberger Dr,11/17/18,12:08,Injured/Sick Person,CBE
180,2018-00065848,11/17/18,13:00,"Capital One Field at Maryland Stadium, Maryland Stadium",11/17/18,12:39,Injured/Sick Person,CBE
182,2018-00065851,11/17/18,12:45,"Capital One Field at Maryland Stadium, Maryland Stadium",11/17/18,12:45,Injured/Sick Person,CBE
184,2018-00065852,11/17/18,09:05,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr",11/17/18,12:40,Theft,Investigation Pending
186,2018-00065895,11/17/18,16:45,"Main Admin, Main Administration, Main Administration Building at 7901 Regents Dr",11/17/18,16:45,Injured/Sick Person,CBE
188,2018-00065897,11/17/18,11:00,Maryland Stadium Concessions 2 at 8177 Fieldhouse Dr,11/17/18,16:46,Theft,Investigation Pending
190,2018-00065908,11/17/18,19:17,North Gate at 4306 Campus Dr,11/17/18,19:17,Recovered Stolen Motor Vehicle,Investigation Pending
192,2018-00065914,11/17/18,22:34,"Terrapin Row #1, Terrapin Row 1, TR1 at 4207 Knox Rd",11/17/18,22:34,Injured/Sick Person,CBE
194,2018-00065986,11/18/18,02:15,"LaPlata, LaPlata Hall at 4121 Farm Dr",11/18/18,02:14,Injured/Sick Person,CBE
196,2018-00065990,11/18/18,02:36,University Blvd,11/18/18,02:36,Accident,Warrant Issued
198,2018-00065991,11/18/18,02:20,4200 block of Valley Dr,11/18/18,02:39,Emergency Petition,CBE
200,2018-00066067,11/18/18,18:11,4200 block of Valley Dr,11/18/18,18:11,Other Incident,CBE
202,2018-00066072,11/18/18,19:14,The Hotel at 7777 Baltimore Ave,11/18/18,19:14,Assist Other Agency,CBE
204,2018-00066127,11/18/18,22:30,Elkton at 3981 Denton Service Ln,11/19/18,00:06,Hate Bias Incident,Investigation Pending
206,2018-00066143,11/19/18,02:00,Adelphi Rd,11/19/18,02:00,DWI/DUI,Arrest
208,2018-00066172,11/18/18,16:30,Pocomoke at 7569 Baltimore Ave,11/19/18,08:56,Dept Property Damage/Loss,CBE
210,2018-00066220,11/16/18,15:30,"Tawes, Tawes Hall at 7751 Alumni Dr",11/19/18,14:44,Theft,Investigation Pending
212,2018-00066240,11/19/18,17:28,7500 block of Calvert Service Ln,11/19/18,17:28,Emergency Petition,CBE
214,2018-00066261,11/19/18,20:39,7600 block of Library Ln,11/19/18,20:58,Indecent Exposure,Arrest
216,2018-00066287,11/19/18,23:55,"Terrapin Row, Terrapin Row #2, Terrapin Row 2, TR2 at 4300 Hartwick Rd",11/19/18,23:55,Injured/Sick Person,CBE
218,2018-00066388,11/20/18,09:30,Baltimore Ave,11/20/18,10:19,Accident - Departmental,CBE
220,2018-00066412,11/14/18,18:50,4100 block of Campus Dr,11/20/18,12:52,Indecent Exposure,Arrest
222,2018-00066421,11/20/18,13:46,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr",11/20/18,13:48,Pedestrian Struck,CBE
224,2018-00066428,11/01/18,01:00,"St Marys Hall, St. Mary, St. Mary's, St. Mary's Hall at 3949 Campus Dr",11/20/18,15:08,Sex Offense,CBE
226,2018-00066451,11/20/18,17:25,3900 block of Campus Dr,11/20/18,17:25,Theft,CBE
228,2018-00066573,11/21/18,00:26,Applebee's Restaurant at 7242 Baltimore Ave,11/21/18,00:26,DWI/DUI,Arrest
230,2018-00066773,11/21/18,18:30,3900 block of Campus Dr,11/21/18,18:30,Trespassing (Title IX Related),CBE
232,2018-00066841,11/21/18,23:48,Baltimore Ave,11/21/18,23:48,DWI/DUI,Arrest
234,2018-00066849,11/22/18,00:29,Knox Rd,11/22/18,00:29,DWI/DUI,Arrest
236,2018-00066850,11/21/18,23:56,Mowatt Ln,11/22/18,00:28,Injured/Sick Person,CBE
238,2018-00067151,11/22/18,11:45,"Chemistry, Chemistry Building at 8051 Regents Dr",11/23/18,18:30,Suspicious Activity,Investigation Pending
240,2018-00067169,11/16/18,22:00,Pocomoke at 7569 Baltimore Ave,11/23/18,22:19,Dept Property Damage/Loss,CBE
242,2018-00067470,11/25/18,08:18,Calvert Rd,11/25/18,08:18,Assist Other Agency,CBE
244,2018-00067681,11/26/18,02:24,The Hotel at 7777 Baltimore Ave,11/26/18,02:24,CDS Violation,Arrest
246,2018-00067752,11/26/18,09:52,Artemesia Building at 8400 Baltimore Ave,11/26/18,09:52,Trespassing,CBE
248,2018-00067753,11/26/18,08:00,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",11/26/18,10:00,Injured/Sick Person,CBE
250,2018-00067770,11/21/18,17:30,3900 block of Campus Dr,11/26/18,11:54,Burglary,Arrest
252,2018-00067790,11/26/18,13:04,"Cole, Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr",11/26/18,13:04,Injured/Sick Person,CBE
254,2018-00067801,10/20/18,15:00,"Hagerstown, Hagerstown Hall at 4000 Stadium Dr",11/26/18,14:22,Theft,Active/Pending
256,2018-00067802,11/26/18,14:25,"Patuxent, Patuxent Building, Telecommunications at 4161 Fieldhouse Dr",11/26/18,14:27,Injured/Sick Person,CBE
258,2018-00067861,11/26/18,21:45,8500 block of Boteler Ln,11/26/18,21:59,CDS Violation,Arrest
260,2018-00068101,11/27/18,20:10,"Benjamin, Benjamin Bldg, Benjamin Building at 3942 Campus Dr",11/27/18,20:24,Vandalism,CBE
262,2018-00068122,11/27/18,23:38,3900 block of Denton Service Ln,11/27/18,23:38,Injured/Sick Person,CBE
264,2018-00068161,11/28/18,05:25,7000 block of Preinkert Dr,11/28/18,05:25,Fire,CBE
266,2018-00068310,11/01/18,16:34,"Hornbake, Hornbake Library at 4130 Campus Dr",11/28/18,15:59,Other Incident (Title IX Related),Investigation Pending
268,2018-00068419,11/29/18,07:11,Prince Frederick at 7030 Preinkert Dr,11/29/18,07:11,Injured/Sick Person,CBE
270,2018-00068491,11/17/18,17:00,7000 block of Preinkert Dr,11/29/18,11:15,Fraud,CBE
272,2018-00068505,11/29/18,13:14,5800 block of University Research Ct,11/29/18,13:14,Injured/Sick Person,CBE
274,2018-00068522,11/29/18,15:05,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr",11/29/18,15:05,Injured/Sick Person,CBE
276,2018-00068540,11/29/18,17:24,Prince Frederick at 7030 Preinkert Dr,11/29/18,17:24,Injured/Sick Person,CBE
278,2018-00068550,11/29/18,18:21,3900 block of Campus Dr,11/29/18,18:21,Injured/Sick Person,CBE
280,2018-00068578,11/29/18,11:30,Caroline Hall at 7154 Preinkert Dr,11/30/18,00:11,Theft,CBE
282,2018-00068661,10/01/18,06:00,7500 block of Yale Ave,11/30/18,10:42,Harassment/Stalking (Title IX Related),CBE
284,2018-00068748,11/30/18,20:54,8000 block of Regents Dr,11/30/18,21:21,Suspicious Activity,CBE
286,2018-00068796,11/30/18,23:07,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr",11/30/18,23:07,DWI/DUI,Arrest
288,2018-00068806,11/30/18,23:47,7500 block of Calvert Service Ln,11/30/18,23:47,Injured/Sick Person,CBE
0,2018-00068839,12/01/18,02:00,"LaPlata, LaPlata Hall at 4121 Farm Dr",12/01/18,02:02,Suspicious Person/Auto,CBE
2,2018-00068844,12/01/18,03:10,7000 block of Preinkert Dr,12/01/18,03:29,Injured/Sick Person,CBE
4,2018-00068970,11/01/18,19:00,3400 block of Tulane Dr,12/01/18,13:58,Theft,Investigation Pending
6,2018-00068986,12/01/18,17:11,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr",12/01/18,17:11,Injured/Sick Person,CBE
8,2018-00068993,12/01/18,17:28,8100 block of Regents Dr,12/01/18,17:28,Alarm,CBE
10,2018-00069001,12/01/18,18:42,"Symons, Symons Hall at 7998 Regents Dr",12/01/18,18:42,Injured/Sick Person,CBE
12,2018-00069004,12/01/18,19:30,Campus Dr,12/01/18,19:36,Accident - Departmental,CBE
14,2018-00069016,12/01/18,21:49,"Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr",12/01/18,21:49,Injured/Sick Person,CBE
16,2018-00069048,12/02/18,01:32,Cumberland at 4145 Valley Dr,12/02/18,01:32,Injured/Sick Person,CBE
18,2018-00069053,12/02/18,02:16,"LaPlata, LaPlata Hall at 4121 Farm Dr",12/02/18,02:16,Injured/Sick Person,CBE
20,2018-00069090,12/01/18,21:00,4300 block of Chapel Ln,12/02/18,08:48,Theft,Active/Pending
22,2018-00069250,12/02/18,16:40,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",12/02/18,17:38,Theft,Active/Pending
24,2018-00069254,12/02/18,17:45,7400 block of Baltimore Ave,12/02/18,17:57,Injured/Sick Person,CBE
26,2018-00069283,12/02/18,21:45,7200 block of Preinkert Dr,12/02/18,22:09,CDS Violation,Arrest
28,2018-00069301,12/03/18,00:02,"Hagerstown, Hagerstown Hall at 4000 Stadium Dr",12/03/18,00:02,CDS Violation,CBE
30,2018-00069315,12/03/18,01:20,7600 block of Regents Dr,12/03/18,01:20,CDS Violation,Arrest
32,2018-00069327,12/03/18,04:46,Carroll at 7284 Preinkert Dr,12/03/18,04:46,Injured/Sick Person,CBE
34,2018-00069380,11/30/18,22:30,8000 block of Boteler Ln,12/03/18,10:03,Other Incident,CBE
36,2018-00069445,12/03/18,14:59,Mckeldin Mall,12/03/18,14:59,Hate Bias Incident,Investigation Pending
38,2018-00069457,12/03/18,17:04,Prince Frederick at 7030 Preinkert Dr,12/03/18,17:04,CDS Violation,CBE
40,2018-00069464,12/02/18,16:00,"Oakland, Oakland Hall at 3912 Denton Service Ln",12/03/18,18:23,Suspicious Activity,Investigation Pending
42,2018-00069493,12/03/18,22:20,Baltimore Ave,12/03/18,22:20,DWI/DUI,Arrest
44,2018-00069522,12/03/18,23:43,Baltimore Ave,12/03/18,23:43,DWI/DUI,Arrest
46,2018-00069550,12/04/18,04:14,7600 block of Library Ln,12/04/18,04:14,Suspicious Person/Auto,CBE
48,2018-00069704,12/04/18,12:45,3400 block of Tulane Dr,12/04/18,16:40,Fraud,Investigation Pending
50,2018-00069725,12/04/18,20:03,7200 block of Baltimore Ave,12/04/18,20:03,Trespassing,Active/Pending
52,2018-00069737,12/04/18,22:25,"Ellicott Area Dining Hall, Ellicott Dining Hall at 4028 Stadium Dr",12/04/18,22:29,Other Incident,CBE
54,2018-00069776,12/05/18,01:13,Knox Rd,12/05/18,01:13,Assist Other Agency,CBE
56,2018-00069886,12/05/18,11:00,7000 block of Preinkert Dr,12/05/18,11:37,Other Incident,CBE
58,2018-00069890,12/05/18,03:00,"Terrapin Row #1, Terrapin Row 1, TR1 at 4207 Knox Rd",12/05/18,11:50,Assist Other Agency,Arrest
60,2018-00069897,12/05/18,00:01,"Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr",12/05/18,13:26,Vandalism,Investigation Pending
62,2018-00069907,12/04/18,15:50,8600 block of Boteler Ln,12/05/18,16:10,Other Incident (Title IX Related),CBE
